"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","data_processing","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","disease state:ch1","tissue:ch1"
"GSM3334400","microRNA profile of NPC97","GSM3334400","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","97","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334400/suppl/GSM3334400_20170303-s9-down-high100_NPC97.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334401","microRNA profile of NPC98","GSM3334401","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","98","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334401/suppl/GSM3334401_20170303-s10-up-high100_NPC98.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334402","microRNA profile of NPC99","GSM3334402","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","99","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334402/suppl/GSM3334402_20170303-s10-down-high100_NPC99.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334403","microRNA profile of NPC100","GSM3334403","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","100","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334403/suppl/GSM3334403_20170303-s11-up-high100_NPC100.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334404","microRNA profile of NPC101","GSM3334404","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","101","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334404/suppl/GSM3334404_20170303-s11-down-high100_NPC101.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334405","microRNA profile of NPC102","GSM3334405","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","102","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334405/suppl/GSM3334405_20170303-s12-up-high100_NPC102.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334406","microRNA profile of NPC103","GSM3334406","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","103","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334406/suppl/GSM3334406_20170303-s12-down-high100_NPC103.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334407","microRNA profile of NPC104","GSM3334407","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","104","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334407/suppl/GSM3334407_20170303-s18-up-high100_NPC104.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334408","microRNA profile of NPC105","GSM3334408","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","105","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334408/suppl/GSM3334408_20170303-s18-down-high100_NPC105.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334409","microRNA profile of NPC106","GSM3334409","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","106","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334409/suppl/GSM3334409_20170303-s19-up-high100_NPC106.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334410","microRNA profile of NPC107","GSM3334410","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","107","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334410/suppl/GSM3334410_20170303-s19-down-high100_NPC107.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334411","microRNA profile of NPC108","GSM3334411","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","108","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334411/suppl/GSM3334411_20170303-s20-high100_NPC108.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334412","microRNA profile of NPC109","GSM3334412","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","109","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334412/suppl/GSM3334412_20170303-s20-down-high100_NPC109.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334413","microRNA profile of NPC110","GSM3334413","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","110","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334413/suppl/GSM3334413_20170303-s21-up-high100_NPC110.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334414","microRNA profile of NPC111","GSM3334414","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","111","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334414/suppl/GSM3334414_20170303-s21-down-high100_NPC111.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334415","microRNA profile of NPC112","GSM3334415","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","112","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334415/suppl/GSM3334415_20170303-s22-up-high100_NPC112.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334416","microRNA profile of NPC113","GSM3334416","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","113","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334416/suppl/GSM3334416_20170303-s22-down-high100-NPC113.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334417","microRNA profile of NPC114","GSM3334417","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","114","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334417/suppl/GSM3334417_20170303-s28-up-high100-NPC114.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
"GSM3334418","microRNA profile of NPC115","GSM3334418","Public on Jun 16 2019","Aug 15 2018","Jun 16 2019","RNA","1","115","Homo sapiens","disease state: nasopharyngeal carcinoma","tissue: whole blood","total RNA","Total RNA was extracted using RNA Purification Kit (Norgen Biotek, Thorold, Ontario, Canada).","pCp-DY647","2.5 μg of total RNA of nasopharyngeal carcinoma, head-neck tumours and normal controls whole blood was employed with 100 nmol/L of pCp-DY647 (Dharmacon, Lafayette, CO, USA) and 15 Units of T4 RNA ligase (USB, Cleveland, Oh, USA) in a total reaction volume of 20 μL at 16°C overnight.","9606","The labeled RNAs were hybridized to the array with a 1× hybridization solution (5× Denhart’s solution, 0.5% SDS, 5× SSC) in a Hybridization Chamber (Corning Inc, Corning, NY, USA) at 46°C for 12 to 16 hours.","Scanned in a LuxScanTM -10K Scanner (capitalBio Inc., Beijing, China).","Quantile normalization across multiple arrays, log 2 transformation of expression levels, EXPression Analyzer and DisplayER (EXPANDER) version 4.1 was used.","GPL19888","Mei-Yin,,Zhang","zhangmy@sysucc.org.cn","State Key Laboratory of Oncology in South China","Sun Yat-sen University Cancer Center","651 Dongfeng East Road","Guangzhou","Guangdong","510060","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3334nnn/GSM3334418/suppl/GSM3334418_20170303-s28-down-high100_NPC115.gpr.gz","1856","nasopharyngeal carcinoma","whole blood"
