"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","characteristics_ch1.5","molecule_ch1","extract_protocol_ch1","extract_protocol_ch1.1","taxid_ch1","data_processing","data_processing.1","data_processing.2","data_processing.3","data_processing.4","data_processing.5","data_processing.6","data_processing.7","platform_id","contact_name","contact_email","contact_phone","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","data_row_count","instrument_model","library_selection","library_source","library_strategy","relation","relation.1","supplementary_file_1","rna extraction method:ch1","sample type:ch1","tissue:ch1"
"GSM2123283","TRIzol LS+glycogen_pooled 1","GSM2123283","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","TRIzol LS+glycogen_pooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: pooled serum samples","rna extraction method: TRIzol LS+glycogen","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853071","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704763","NONE","TRIzol LS+glycogen","Orphan samples;DoD Serum Repository;small RNA;pooled serum samples","Serum"
"GSM2123284","TRIzol LS+glycogen_pooled 2","GSM2123284","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","TRIzol LS+glycogen_pooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: pooled serum samples","rna extraction method: TRIzol LS+glycogen","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853075","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704764","NONE","TRIzol LS+glycogen","Orphan samples;DoD Serum Repository;small RNA;pooled serum samples","Serum"
"GSM2123285","TRIzol LS+glycogen_pooled 3","GSM2123285","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","TRIzol LS+glycogen_pooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: pooled serum samples","rna extraction method: TRIzol LS+glycogen","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853076","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704765","NONE","TRIzol LS+glycogen","Orphan samples;DoD Serum Repository;small RNA;pooled serum samples","Serum"
"GSM2123286","TRIzol+MS2_pooled 1","GSM2123286","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","TRIzol+MS2_pooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: pooled serum samples","rna extraction method: TRIzol+MS2","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853040","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704766","NONE","TRIzol+MS2","Orphan samples;DoD Serum Repository;small RNA;pooled serum samples","Serum"
"GSM2123287","TRIzol+MS2_pooled 2","GSM2123287","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","TRIzol+MS2_pooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: pooled serum samples","rna extraction method: TRIzol+MS2","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853041","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704767","NONE","TRIzol+MS2","Orphan samples;DoD Serum Repository;small RNA;pooled serum samples","Serum"
"GSM2123288","TRIzol+MS2_pooled 3","GSM2123288","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","TRIzol+MS2_pooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: pooled serum samples","rna extraction method: TRIzol+MS2","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853042","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704768","NONE","TRIzol+MS2","Orphan samples;DoD Serum Repository;small RNA;pooled serum samples","Serum"
"GSM2123289","TRIzol+yeast tRNA_pooled1","GSM2123289","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","TRIzol+yeast tRNA_pooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: pooled serum samples","rna extraction method: TRIzol+yeast tRNA","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853072","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704769","NONE","TRIzol+yeast tRNA","Orphan samples;DoD Serum Repository;small RNA;pooled serum samples","Serum"
"GSM2123290","TRIzol+yeast tRNA_pooled2","GSM2123290","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","TRIzol+yeast tRNA_pooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: pooled serum samples","rna extraction method: TRIzol+yeast tRNA","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853073","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704770","NONE","TRIzol+yeast tRNA","Orphan samples;DoD Serum Repository;small RNA;pooled serum samples","Serum"
"GSM2123291","TRIzol+yeast tRNA_pooled3","GSM2123291","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","TRIzol+yeast tRNA_pooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: pooled serum samples","rna extraction method: TRIzol+yeast tRNA","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853074","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704771","NONE","TRIzol+yeast tRNA","Orphan samples;DoD Serum Repository;small RNA;pooled serum samples","Serum"
"GSM2123292","TRIzol+yeast tRNA_pooled4","GSM2123292","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","TRIzol+yeast tRNA_pooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: pooled serum samples","rna extraction method: TRIzol+yeast tRNA","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853043","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704772","NONE","TRIzol+yeast tRNA","Orphan samples;DoD Serum Repository;small RNA;pooled serum samples","Serum"
"GSM2123293","miRNeasy_pooled 1","GSM2123293","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","miRNeasy_pooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: pooled serum samples","rna extraction method: miRNeasy","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853044","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704773","NONE","miRNeasy","Orphan samples;DoD Serum Repository;small RNA;pooled serum samples","Serum"
"GSM2123294","miRNeasy_pooled 2","GSM2123294","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","miRNeasy_pooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: pooled serum samples","rna extraction method: miRNeasy","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853045","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704774","NONE","miRNeasy","Orphan samples;DoD Serum Repository;small RNA;pooled serum samples","Serum"
"GSM2123295","miRNeasy_pooled 3","GSM2123295","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","miRNeasy_pooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: pooled serum samples","rna extraction method: miRNeasy","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853046","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704775","NONE","miRNeasy","Orphan samples;DoD Serum Repository;small RNA;pooled serum samples","Serum"
