"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","molecule_ch1","extract_protocol_ch1","extract_protocol_ch1.1","taxid_ch1","data_processing","data_processing.1","data_processing.2","platform_id","contact_name","contact_email","contact_phone","contact_department","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","data_row_count","instrument_model","library_selection","library_source","library_strategy","relation","relation.1","supplementary_file_1","fraction:ch1","tissue:ch1"
"GSM4044968","CRPC2","GSM4044968","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","castration-resistant prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635619","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758777","NONE","exosome","plasma"
"GSM4044969","CRPC3","GSM4044969","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","castration-resistant prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635618","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758778","NONE","exosome","plasma"
"GSM4044970","CRPC4","GSM4044970","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","castration-resistant prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635617","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758779","NONE","exosome","plasma"
"GSM4044971","CRPC5","GSM4044971","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","castration-resistant prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635616","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758780","NONE","exosome","plasma"
"GSM4044972","CRPC6","GSM4044972","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","castration-resistant prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635644","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758781","NONE","exosome","plasma"
"GSM4044973","CRPC7","GSM4044973","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","castration-resistant prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635643","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758782","NONE","exosome","plasma"
"GSM4044974","CRPC8","GSM4044974","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","castration-resistant prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635642","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758783","NONE","exosome","plasma"
"GSM4044975","CRPC9","GSM4044975","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","castration-resistant prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635641","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758784","NONE","exosome","plasma"
"GSM4044976","CRPC10","GSM4044976","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","castration-resistant prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635640","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758785","NONE","exosome","plasma"
"GSM4044977","CRPC11","GSM4044977","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","castration-resistant prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635639","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758786","NONE","exosome","plasma"
"GSM4044978","CRPC12","GSM4044978","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","castration-resistant prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635638","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758787","NONE","exosome","plasma"
"GSM4044979","CRPC13","GSM4044979","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","castration-resistant prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635637","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758788","NONE","exosome","plasma"
"GSM4044980","CRPC14","GSM4044980","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","castration-resistant prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635636","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758789","NONE","exosome","plasma"
"GSM4044981","CRPC15","GSM4044981","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","castration-resistant prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635635","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758790","NONE","exosome","plasma"
"GSM4044982","CRPC16","GSM4044982","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","castration-resistant prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635634","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758791","NONE","exosome","plasma"
