"","GSM3151945","GSM3151946","GSM3151947","GSM3151948","GSM3151949","GSM3151950","GSM3151951","GSM3151952","GSM3151953","GSM3151954","GSM3151955","GSM3151956","GSM3151957","GSM3151958","GSM3151959","GSM3151960","GSM3151961","GSM3151962","GSM3151963","GSM3151964","GSM3151965","GSM3151966","GSM3151967","GSM3151968","GSM3151969","GSM3151970","GSM3151971","GSM3151972"
"hsa-miR-4281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4283-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4283-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4284",0,0,0,0,2,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,1.58496250072116,1.58496250072116,1.58496250072116,1,2,0,0,0,0,0
"hsa-miR-4285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4286",0,1,0,1,4.08746284125034,6.22881869049588,5.52356195605701,5.24792751344359,4.08746284125034,2.58496250072116,0,0,0,0,0,0,0,1,5.58496250072116,5.6724253419715,5.12928301694497,4.24792751344359,4.52356195605701,4.95419631038687,1,1,0,0
"hsa-miR-4287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4288",0,0,0,0,1,0,2.32192809488736,1,1,0,0,0,0,0,0,0,0,0,1,1.58496250072116,2.32192809488736,1,0,1,0,0,0,0
"hsa-miR-4289",0,0,0,0,0,1,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,0,0,0,0,0
"hsa-miR-429",2.58496250072116,1,1,1,1,1.58496250072116,2.32192809488736,2,3.16992500144231,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2.32192809488736,0,1.58496250072116,0,0
"hsa-miR-4290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4298",0,0,0,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4306",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"hsa-miR-4307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-431-3p",0,1,0,0,6.10852445677817,7.98299357469431,5.16992500144231,7.01122725542325,5.28540221886225,4.32192809488736,1,1.58496250072116,0,0,1.58496250072116,1,0,1,7.07681559705083,6.76818432477693,6.04439411935845,5.39231742277876,5.28540221886225,7.64385618977472,0,0,0,0
"hsa-miR-431-5p",1.58496250072116,2.32192809488736,1,2.58496250072116,8.56985560833095,10.2479275134436,8.4178525148859,9.43879185257826,8.24792751344359,7.28540221886225,0,0,0,0,0,3,1,2.58496250072116,9.61102479730735,9.45532722030456,8.96000193206808,8.4594316186373,7.53138146051631,10.4220647661728,0,2,0,0
"hsa-miR-4310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4315-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4315-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4318",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-432-3p",0,0,0,0,1.58496250072116,1.58496250072116,1,2.58496250072116,0,1.58496250072116,0,0,0,0,0,0,0,0,2.8073549220576,1,2,1,0,2.58496250072116,0,0,0,0
"hsa-miR-432-5p",0,1,0,2.58496250072116,9.44708322620965,10.7159619902551,7.66533591718518,10.3674147512468,8.83289001416474,6.94251450533924,1,0,0,0,1,3,0,2.58496250072116,9.6724253419715,9.211888294546,9.1006623390052,8.05528243550119,7.85174904141606,10.0484868739923,1,2.32192809488736,0,1
"hsa-miR-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"hsa-miR-4325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4326",0,0,0,0,2.32192809488736,1,0,1,1,2.58496250072116,0,0,0,0,0,0,0,0,2,2.32192809488736,2,2.58496250072116,1,3,0,0,0,0
"hsa-miR-4327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-433-3p",1,0,0,2.32192809488736,6.24792751344359,7.86418614465428,5.90689059560852,7.74146698640115,6.4262647547021,5.6724253419715,0,0,0,0,0,0,0,1.58496250072116,7.4757334309664,7,6.53915881110803,6.39231742277876,5.12928301694497,8.2240016741981,1,0,0,0
"hsa-miR-433-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4417",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4419a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4419b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4421",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4422",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4423-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4423-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4424",0,0,0,0,1.58496250072116,2,0,1,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.58496250072116,0,0,0,0
"hsa-miR-4425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4429",0,0,0,0,3,3.70043971814109,3,2.8073549220576,3.32192809488736,2.58496250072116,0,0,0,0,0,0,0,0,3,2.32192809488736,3.16992500144231,2.58496250072116,2,2.8073549220576,0,0,0,0
"hsa-miR-4430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4433a-3p",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,1,0,0,1.58496250072116,0,0,0,0
"hsa-miR-4433a-5p",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4433b-3p",0,0,0,0,7.10852445677817,9.70390357344466,7.62205181945638,7.16992500144231,6.4594316186373,5.04439411935845,0,0,0,0,0,0,0,1,9.62205181945638,10.0223678130285,6.93073733756289,6.95419631038687,7.06608919045777,6.16992500144231,0,0,0,0
"hsa-miR-4433b-5p",1.58496250072116,1,2,4.8073549220576,8.17990909001493,9.44294349584873,9.15734693536284,8.4594316186373,7.61470984411521,7.07681559705083,3.16992500144231,0,0,0,0,5.28540221886225,0,5.04439411935845,8.83605035505807,7.16992500144231,9.2045711442492,8.59991284218713,7.91886323727459,7.03342300153745,1,5.20945336562895,0,0
"hsa-miR-4434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4435-1",0,0,0,1,5.08746284125034,5.97727992349992,5.24792751344359,4.75488750216347,5.04439411935845,4.08746284125034,0,0,0,0,0,1,0,0,4.16992500144231,4.58496250072116,5.93073733756289,3.8073549220576,3.8073549220576,5.08746284125034,0,1,0,0
"hsa-miR-4435-2",0,0,0,1,5.08746284125034,5.97727992349992,5.24792751344359,4.75488750216347,5.04439411935845,4.08746284125034,0,0,0,0,0,1,0,0,4.16992500144231,4.58496250072116,5.93073733756289,3.8073549220576,3.8073549220576,5.08746284125034,0,1,0,0
"hsa-miR-4436a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4436b-1-3p",0,0,0,0,3,3.4594316186373,3.4594316186373,3.32192809488736,1,1.58496250072116,0,0,0,0,0,0,0,0,2.32192809488736,2,3.16992500144231,1.58496250072116,0,2.32192809488736,0,0,0,0
"hsa-miR-4436b-1-5p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4436b-2-3p",0,0,0,0,3,3.4594316186373,3.4594316186373,3.32192809488736,1,1.58496250072116,0,0,0,0,0,0,0,0,2.32192809488736,2,3.16992500144231,1.58496250072116,0,2.32192809488736,0,0,0,0
"hsa-miR-4436b-2-5p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4440",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4443",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-4444-1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4444-2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4445-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,0,0
"hsa-miR-4445-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4446-3p",0,1,1.58496250072116,2,9.80413102118332,11.1234747982441,10.4439795426013,9.78463484555752,9.87190523765919,8.54689445988764,0,0,0,0,0,0,0,3,9.84862294042934,9.79603960882977,10.4408691676109,8.78135971352466,8.4178525148859,10.1959872980285,0,2.32192809488736,0,0
"hsa-miR-4446-5p",0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.58496250072116,1.58496250072116,0,0,0,0
"hsa-miR-4447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4448",0,0,0,0,4.52356195605701,4.75488750216347,4.70043971814109,4.32192809488736,5.28540221886225,4.75488750216347,0,0,0,0,0,0,0,0,3.32192809488736,4.95419631038687,3.16992500144231,5.04439411935845,4,3.90689059560852,0,0,0,0
"hsa-miR-4449",0,0,0,0,2.32192809488736,2.8073549220576,3.58496250072116,0,2.8073549220576,1.58496250072116,0,0,0,0,0,0,0,0,2.58496250072116,2.58496250072116,3.4594316186373,2.32192809488736,1.58496250072116,2.58496250072116,0,0,0,0
"hsa-miR-4450",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4451",0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4454",2.32192809488736,1,0,1.58496250072116,4,5.04439411935845,4.32192809488736,4.85798099512757,4.4594316186373,3.8073549220576,1.58496250072116,0,0,0,1.58496250072116,2,0,3.16992500144231,4.58496250072116,5.55458885167764,5.04439411935845,4.52356195605701,4.24792751344359,4.8073549220576,1,0,0,0
"hsa-miR-4455",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4459",0,0,0,0,1.58496250072116,1,2.32192809488736,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"hsa-miR-4460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4461",0,0,0,0,2,1,2.32192809488736,2,2,0,1,0,0,0,0,0,0,0,1,0,0,2,1.58496250072116,2,0,0,0,0
"hsa-miR-4462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4463",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4465",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4466",0,0,0,0,1,1.58496250072116,2.32192809488736,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0
"hsa-miR-4467",1,0,0,0,2.32192809488736,0,3.4594316186373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"hsa-miR-4468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4469",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1.58496250072116,0,0,0,1.58496250072116,0,0,0,0
"hsa-miR-4470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4472-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4472-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4473",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4474-3p",0,0,0,0,1,2.32192809488736,2,1,1,1.58496250072116,0,0,0,0,0,0,0,0,1,0,1.58496250072116,0,0,2.8073549220576,0,0,0,0
"hsa-miR-4474-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4477a",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4477b",0,0,0,0,1.58496250072116,1,1,0,1.58496250072116,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
"hsa-miR-4478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4479",0,0,0,0,1,1.58496250072116,1,0,0,2,0,0,0,0,0,0,0,1,2.32192809488736,2,2.58496250072116,0,1.58496250072116,1.58496250072116,0,0,0,0
"hsa-miR-448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4482-3p",0,0,0,1,1.58496250072116,1,0,1,3.4594316186373,0,0,0,0,0,0,0,0,0,1,0,3.16992500144231,1.58496250072116,0,0,0,0,0,0
"hsa-miR-4482-5p",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4484",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4485-3p",0,0,0,0,3.90689059560852,3.32192809488736,4.16992500144231,4.08746284125034,1.58496250072116,3.32192809488736,4.75488750216347,0,1,0,0,0,0,0,4.75488750216347,5.12928301694497,5,5.12928301694497,4.39231742277876,4.90689059560852,0,0,0,1
"hsa-miR-4485-5p",0,0,0,0,1,1.58496250072116,0,1,2,2,0,0,0,0,0,0,0,0,1.58496250072116,1,2,2,2.58496250072116,1.58496250072116,0,0,0,0
"hsa-miR-4486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,0,0,0,0,0,0,0
"hsa-miR-4487_var2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-4488",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1.58496250072116,1,0,1,0,0,0,0
"hsa-miR-4489",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"hsa-miR-4490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4492",0,1,0,0,0,0,1,0,1.58496250072116,1,0,0,0,1.58496250072116,0,1,0,1,1.58496250072116,1,0,1.58496250072116,0,0,0,0,0,0
"hsa-miR-4493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4497",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-4498",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-449a",0,1,1,1,3.4594316186373,1,2.32192809488736,2.58496250072116,2.58496250072116,2,0,0,0,0,0,0,0,1,2,2,3.32192809488736,2.58496250072116,2,2.58496250072116,0,0,0,0
"hsa-miR-449b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-449b-5p",2,0,0,0,2,1.58496250072116,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0
"hsa-miR-449c-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-449c-5p",2.32192809488736,0,0,1,0,3,1,1,2,1.58496250072116,0,0,0,0,0,0,0,0,1,2.32192809488736,2.32192809488736,1,0,3,0,0,0,0
"hsa-miR-4500",0,0,0,0,2.32192809488736,2,3.4594316186373,1,2.58496250072116,1.58496250072116,0,0,0,0,0,0,0,0,2.58496250072116,2.58496250072116,3,1,0,3.16992500144231,0,0,0,0
"hsa-miR-4501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4502",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4503",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
"hsa-miR-4505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4506",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4507",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4508",0,0,0,0,5.52356195605701,7.01122725542325,7.09803208296053,5.6724253419715,6.06608919045777,6.82017896241519,0,0,0,0,0,1,0,0,6.37503943134692,7.4594316186373,6.4093909361377,6.79441586635011,5.28540221886225,7.10852445677817,0,1,0,0
