"","GSM3124520","GSM3124521","GSM3124522","GSM3124523","GSM3124524","GSM3124525","GSM3124526","GSM3124527","GSM3124528","GSM3124529","GSM3124530","GSM3124531","GSM3124532","GSM3124533","GSM3124534","GSM3124535","GSM3124536","GSM3124537","GSM3124538","GSM3124539","GSM3124540","GSM3124541","GSM3124542","GSM3124543","GSM3124544","GSM3124545","GSM3124546","GSM3124547","GSM3124548","GSM3124549","GSM3124550","GSM3124551","GSM3124552","GSM3124553","GSM3124554","GSM3124555","GSM3124556","GSM3124557","GSM3124558","GSM3124559"
"hsa-miR-1193",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-323b-5p",1.759,1.921,2.984,2.819,3.915,3.479,2.664,2.506,3.152,2.474,2.252,2.425,2.888,1.89,3.814,6.308,6.612,5.976,6.338,5.307,5.605,5.238,4.787,5.882,5.517,5.499,5.452,5.849,5.466,6.488,5.1,5.239,4.621,3.908,5.978,6.067,5.736,5.755,6.227,5.45
"hsa-miR-323b-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.194
"hsa-miR-3174",-1.611,-1.058,-1.554,-1.196,-1.263,-0.765,-1.317,-1.163,-0.036,0.585,-1.235,-0.413,-0.803,-2.844,1.422,1.207,1.357,2.06,-0.082,0.15,0.675,0.91,1.272,-0.502,0.779,0.325,1.576,1.362,0.467,0.077,-1.484,-1.366,0.331,-1.461,1.172,0.509,-0.772,-0.291,-0.005,-0.04
"hsa-miR-3175",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.303,-3.322,-3.322,-3.322,-3.322,-3.322,-2.726,-1.922,-2.02,-2.715,-1.78,-2.089,-2.053,-3.186,-2.623,-3.05,-3.322,-2.81,-2.658,-2.818,-3.004,-3.287,-2.54,-3.322,0.169,-1.546,-0.69,-3.185,-2.461,-3.322,-2.781,-3.088
"hsa-miR-3176",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3177-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.032,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.923
"hsa-miR-3177-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3178",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3179",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3180-5p",-3.304,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.965,-3.322,-3.127,-2.71,-3.322,-2.698,-2.743,-2.84,-3.207,-3.185,-3.322,-3.013,-3.311,-3.322,-3.308,-2.909,-2.835,-0.853,-2.533,-2.589,-2.309,-2.312,-2.514,-2.921,-1.268
"hsa-miR-3180-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-548w",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3181",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3182",-0.12,-0.268,-0.188,-0.69,-0.556,-0.876,-0.931,-1.731,-1.34,-1.941,-0.749,-0.762,-0.493,-1.084,-0.558,-0.388,-0.383,0.387,-0.28,-0.572,-1.075,-0.723,-0.687,0.106,0.496,0.149,0.102,-0.201,0.242,0.323,0.251,0.398,0.087,-0.486,0.865,0.132,-0.425,0.51,-0.369,0.435
"hsa-miR-3183",-0.714,-0.441,0.411,0.122,-1.97,-1.617,-1.261,-0.845,-1.363,-2.066,-1.04,-0.399,-1.079,-0.918,-1.041,-0.476,-2.382,-0.431,-1.081,-0.964,-1.149,-1.178,-0.753,-0.793,-1.048,-0.856,-0.81,-0.803,-0.559,-0.755,-0.38,-1.334,-2.576,0.46,-1.407,-1.93,-0.133,-0.617,-0.904,-0.984
"hsa-miR-3184-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.966,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3184-3p",1.654,1.679,0.736,0.523,0.338,0.998,1.164,1.323,0.312,0.932,0.979,0.839,1.094,1.448,0.671,-0.183,-0.465,-0.105,0.165,-0.227,-0.775,-0.753,-0.538,-0.411,-0.593,-0.263,-0.648,-0.546,-0.423,-0.354,-0.13,-0.003,0.58,0.778,-0.144,-0.697,0.273,0.178,0.321,0.649
"hsa-miR-3185",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3065-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3065-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3186-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.203,-3.322,-3.322,-3.322,-3.322,-3.254,-3.322,-3.211,-2.76,-3.084,-2.982,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.269,-3.322,-3.322,-3.322
"hsa-miR-3186-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3187-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3187-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3188",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3189-5p",-1.756,-2.121,-3.322,-3.322,-2.695,-2.142,-2.069,-2.772,-3.322,-2.21,-2.924,-3.322,-2.615,-2.829,-2.405,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.035,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.71
"hsa-miR-3189-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.179,-3.322,-2.933,-2.824,-3.322,-3.322,-2.901,-3.276,-3.205,-3.322,-3.322,-2.97,-3.236,-2.953,-2.962,-2.956,-0.171,-2.793,-2.045,-2.354,-2.834,-2.518,-3.322,-1.191
"hsa-miR-320e",-1.857,-2.06,-2.336,-2.277,-3.128,-2.19,-2.98,-2.951,-3.322,-1.377,-2.221,-1.545,-2.463,-2.709,-1.571,-2.909,-3.322,-3.322,-3.322,-3.171,-3.322,-2.613,-3.088,-3.322,-3.322,-2.813,-3.322,-3.322,-2.806,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.153,-3.322,-3.322
"hsa-miR-3190-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.626,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.131
"hsa-miR-3190-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3191-5p",4.537,4.226,4.262,4.447,5.059,4.547,4.707,4.136,3.649,3.888,4.036,3.951,4.373,4.466,4.163,7.286,6.882,7.349,7.705,7.171,6.607,6.509,6.577,6.697,6.465,6.703,6.84,6.717,6.519,6.875,6.635,6.615,7.642,8.088,7.194,7.275,7.543,7.155,7.45,8.023
"hsa-miR-3191-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3192-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.224,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3193",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3194-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3194-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3195",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3196",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-548x-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3197",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3198",-2.472,-2.528,-2.204,-2.501,-2.675,-2.247,-2.575,-2.246,-0.741,-1.567,-1.704,-2.496,-2.392,-2.8,-1.469,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3199",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.976,-3.322,-3.322,-3.322,-2.617,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.759,-2.534,-3.322,-3.322,-3.322,-3.322,-0.551,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3200-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3200-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-3201",-1.56,-2.193,-1.695,-0.855,-0.604,-1.857,-1.793,-2.814,-1.659,-0.994,-1.471,-2.279,-1.386,-2.695,0.455,1.776,1.496,2.062,1.208,1.121,1.335,1.432,1.853,0.838,1.34,1.339,1.574,1.751,0.86,0.903,-0.019,1.17,1.527,1.838,1.482,2.168,1.08,0.868,0.536,0.425
"hsa-miR-514b-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.197,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-514b-3p",-0.87,-1.006,-0.833,-1.5,-2.274,-1.651,-1.437,-0.764,-1.638,-2.495,-0.983,-1.381,-1.757,-1.488,-1.511,-3.322,-3.322,-3.322,-3.25,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.042,-2.622,-2.371,-3.322,-2.638,-3.322,-3.27,-3.322,-3.322,-3.319
"hsa-miR-3202",-1.947,-1.799,-1.17,-0.856,0.125,0.334,-1.182,-1.384,-0.671,-0.667,-1.06,-1.411,-0.86,-0.892,-0.77,1.309,2.716,1.435,0.864,0.829,0.873,0.783,0.261,0.678,0.221,0.29,0.634,0.726,0.965,0.22,0.596,0.073,2.311,1.604,1.534,1.355,1.205,1.464,1.357,1.927
"hsa-miR-4295",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4296",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4297",1.623,2.252,2.223,1.767,0.411,1.605,1.798,2.665,1.458,0.862,1.656,1.72,1.599,2.103,0.825,0.786,0.546,1.062,1.282,1.378,0.427,0.765,0.704,0.76,0.875,0.87,-0.333,-2.114,0.677,0.844,1.273,1.803,1.957,1.723,1.225,0.97,1.382,1.452,1.258,2.122
"hsa-miR-378c",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.255,-3.322,-3.322,-3.322,-3.322,-2.798,-3.322,-3.322,-3.222,-3.322,-3.322,-3.322,-3.322,-3.3,-3.322,-3.322,-3.322,-3.322,-3.322,-3.212,-3.322,-3.322,-3.322,-3.322,-3.322,-2.818,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4293",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4294",-3.322,-3.322,-2.739,-3.322,-1.387,-3.322,-3.322,-3.322,-1.471,-2.251,-3.284,-3.322,-3.322,-3.322,-0.565,0.277,1.93,-1.418,-1.199,-0.555,0.502,-0.099,-0.808,-0.983,-0.929,-0.69,-0.581,0.062,-0.241,-0.685,-1.685,-3.302,1.669,-2.716,0.588,-0.17,-1.781,-1.352,-1.229,-3.183
"hsa-miR-4301",-1.032,-1.234,-2.058,-1.873,-1.847,-1.063,-1.103,-1.919,-1.9,-0.727,-1.621,-1.541,-1.38,-1.862,-1.532,-1.901,-3.322,-2.662,-2.109,-2.54,-2.035,-2.69,-2.164,-1.872,-2.786,-1.658,-1.639,-1.024,-1.408,-1.318,-0.521,-0.985,-1.377,-1.146,-1.527,-2.028,-1.718,-1.493,-2.729,-1.608
"hsa-miR-4299",-3.322,-2.023,-1.693,-1.405,-2.342,-2.066,-2.081,-1.063,-1.478,-1.905,-1.64,-2.314,-2.071,-2.707,-0.71,-2.378,-2.195,-3.322,-2.184,-2.301,-1.974,-1.75,-1.975,-1.833,-2.366,-1.832,-1.496,-1.707,-2.45,-2.079,-2.87,-3.012,-1.71,-2.237,-3.224,-2.963,-2.469,-3.072,-1.837,-3.322
"hsa-miR-4298",-3.322,-3.322,-2.723,-2.86,-2.021,-3.194,-3.322,-3.322,-2.014,-2.284,-3.322,-3.322,-3.239,-3.322,-0.883,-1.854,-2.393,-1.454,-1.157,-1.689,-2.005,-3.322,-2.51,-1.8,-1.927,-1.902,-1.564,-1.39,-2.339,-2.261,-3.322,-3.322,-2.206,-0.846,-3.063,-2.456,-1.725,-3.038,-1.692,-3.322
"hsa-miR-4300",-3.002,-3.322,-2.623,-2.778,-1.76,-1.118,-2.162,-2.243,-2.153,-1.91,-2.244,-2.712,-2.096,-2.488,-1.552,-1.218,-1.7,-1.276,-1.257,-1.202,-1.64,-1.786,-1.728,-1.689,-1.309,-1.118,-1.086,-1.195,-1.411,-1.856,-2.687,-2.767,-2.204,-0.747,-1.95,-1.361,-1.326,-2.533,-1.274,-2.761
"hsa-miR-4304",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4302",-0.586,-0.342,-1.226,-1.301,-2.117,-1.144,-1.337,-0.423,-3.092,-3.322,-1.387,-1.162,-1.493,-1.735,-1.426,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4303",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4305",-1.979,-2.193,-2.477,-2.687,-3.013,-3.196,-2.359,-2.629,-2.766,-2.167,-2.33,-2.441,-2.37,-2.147,-3.073,-3.322,-3.158,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.286,-3.322,-3.322,-3.322,-3.322,-3.322,-3.186,-2.757,-2.622,-3.039,-3.322,-3.322,-3.322,-3.322,-2.937,-3.322,-2.61
"hsa-miR-4306",0.118,-0.275,0.565,1.196,1.038,1.31,1.041,1.281,0.875,-0.093,0.983,0.556,1.111,0.668,0.569,-0.881,0.094,-0.058,0.35,-0.028,0.864,0.659,0.576,0.731,0.568,0.074,0.473,0.469,0.525,0.684,0.901,1.395,0.606,0.483,0.523,1.117,0.222,0.665,0.115,0.848
"hsa-miR-4309",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.259,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.347,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
