"","GSM4118113","GSM4118114","GSM4118115","GSM4118116","GSM4118117","GSM4118118","GSM4118119","GSM4118120","GSM4118121","GSM4118122","GSM4118123","GSM4118124","GSM4118125","GSM4118126","GSM4118127","GSM4118128","GSM4118129","GSM4118130","GSM4118131","GSM4118132","GSM4118133","GSM4118134","GSM4118135","GSM4118136","GSM4118137","GSM4118138","GSM4118139","GSM4118140","GSM4118141","GSM4118142","GSM4118143","GSM4118144","GSM4118145","GSM4118146","GSM4118147","GSM4118148","GSM4118149","GSM4118150","GSM4118151","GSM4118152","GSM4118153","GSM4118154","GSM4118155","GSM4118156","GSM4118157","GSM4118158","GSM4118159","GSM4118160","GSM4118161","GSM4118162","GSM4118163","GSM4118164","GSM4118165","GSM4118166","GSM4118167","GSM4118168","GSM4118169","GSM4118170","GSM4118171","GSM4118172","GSM4118173","GSM4118174","GSM4118175","GSM4118176","GSM4118177","GSM4118178","GSM4118179","GSM4118180","GSM4118181","GSM4118182","GSM4118183","GSM4118184","GSM4118185","GSM4118186","GSM4118187","GSM4118188","GSM4118189","GSM4118190","GSM4118191","GSM4118192","GSM4118193","GSM4118194","GSM4118195","GSM4118196","GSM4118197","GSM4118198","GSM4118199","GSM4118200","GSM4118201","GSM4118202","GSM4118203","GSM4118204","GSM4118205","GSM4118206","GSM4118207","GSM4118208","GSM4118209","GSM4118210","GSM4118211","GSM4118212","GSM4118213","GSM4118214","GSM4118215","GSM4118216","GSM4118217","GSM4118218","GSM4118219","GSM4118220","GSM4118221","GSM4118222","GSM4118223","GSM4118224","GSM4118225","GSM4118226","GSM4118227","GSM4118228","GSM4118229","GSM4118230","GSM4118231","GSM4118232","GSM4118233","GSM4118234","GSM4118235","GSM4118236","GSM4118237","GSM4118238","GSM4118239","GSM4118240","GSM4118241","GSM4118242","GSM4118243","GSM4118244","GSM4118245","GSM4118246","GSM4118247","GSM4118248","GSM4118249","GSM4118250","GSM4118251","GSM4118252","GSM4118253","GSM4118254","GSM4118255","GSM4118256","GSM4118257","GSM4118258","GSM4118259","GSM4118260","GSM4118261","GSM4118262","GSM4118263","GSM4118264","GSM4118265","GSM4118266","GSM4118267","GSM4118268","GSM4118269","GSM4118270","GSM4118271","GSM4118272","GSM4118273","GSM4118274","GSM4118275","GSM4118276","GSM4118277","GSM4118278","GSM4118279","GSM4118280","GSM4118281","GSM4118282","GSM4118283","GSM4118284","GSM4118285","GSM4118286","GSM4118287","GSM4118288","GSM4118289","GSM4118290","GSM4118291","GSM4118292","GSM4118293","GSM4118294","GSM4118295","GSM4118296","GSM4118297","GSM4118298","GSM4118299","GSM4118300","GSM4118301","GSM4118302","GSM4118303","GSM4118304","GSM4118305","GSM4118306","GSM4118307","GSM4118308","GSM4118309","GSM4118310","GSM4118311","GSM4118312","GSM4118313","GSM4118314","GSM4118315","GSM4118316","GSM4118317","GSM4118318","GSM4118319","GSM4118320","GSM4118321","GSM4118322","GSM4118323","GSM4118324","GSM4118325","GSM4118326","GSM4118327","GSM4118328","GSM4118329","GSM4118330","GSM4118331","GSM4118332","GSM4118333","GSM4118334","GSM4118335","GSM4118336","GSM4118337","GSM4118338","GSM4118339","GSM4118340","GSM4118341","GSM4118342","GSM4118343","GSM4118344","GSM4118345","GSM4118346","GSM4118347"
"hsa-miR-212-3p",2.08275,0.44033,1.09768,1.32326,0.62759,1.43697,0.65515,0.55661,0.53377,0.82762,0.99793,1.74389,0.7625,2.06,0.75492,0.70664,1.26848,1.17945,0.92384,1.45069,1.12968,0.90961,0.78353,0.85681,0.09811,0.9776,0.75356,0.97585,0.63224,0.60603,0.42846,1.56554,0.65759,1.35532,0.73452,0.88292,0.55179,1.00646,0.50596,0.78784,1.0018,0.41674,0.88995,0.25721,0.94524,0.65376,1.35728,0.94578,1.36263,1.08383,0.42165,1.47015,0.02752,0.99638,1.35325,0.89876,0.54965,0.72347,0.93837,1.06296,0.69919,0.69851,0.72213,1.37805,0.63081,0.25468,2.00619,0.74329,2.05668,0.81173,0.59708,0.90987,0.65729,0.747,0.42357,0.34651,1.05975,0.29702,0.75846,1.33401,1.11468,1.35591,1.21988,0.71203,1.26451,0.89799,0.44856,0.92475,1.11836,0.66495,1.323,0.9947,0.32169,1.12832,0.76777,1.01112,1.29022,0.52139,0.97774,1.30245,0.10173,0.87143,0.90073,0.9694,1.23246,1.01273,0.48619,0.19674,0.09018,1.25771,0.89966,0.77905,1.14583,1.71848,0.71882,0.87111,0.8377,0.52824,0.19687,0.44504,1.27915,0.7987,0.43014,0.32774,0.15321,0.48323,0.57224,0.68376,-0.22849,0.97522,1.30848,0.01774,0.95053,0.78133,0.41377,0.38761,0.56391,0.64954,1.06634,0.66348,0.53177,0.90759,1.10177,1.04449,1.19065,0.49446,0.51638,0.74341,1.30706,1.45177,0.60716,0.86911,0.65587,1.8255,0.81804,0.32696,0.53757,0.47972,1.32737,1.10622,0.69681,0.34193,0.21834,0.3888,0.74053,0.63178,1.16153,0.48956,0.18264,0.48474,0.42227,0.92175,0.3842,0.70796,0.80128,0.6884,0.57833,0.23699,-0.21492,0.53512,0.73578,-0.01979,0.78318,0.33276,0.60608,0.59268,0.84846,0.44201,0.90546,0.64114,0.43122,0.21502,1.35008,0.77055,0.2366,0.59302,0.88111,0.45475,1.07943,0.51083,0.39269,0.22429,0.96531,1.52667,1.04095,0.77756,1.32296,1.93484,-0.35017,-0.35033,1.21329,0.88556,0.59514,0.98308,0.42577,0.87855,0.98604,0.52233,0.86229,1.16691,0.41096,0.4891,0.7122,1.10304,1.09782,1.22738,0.38818,0.5768,0.97156,1.27147,0.42154,0.65063,1.07053,1.03062,0.88248
"hsa-miR-183-3p",1.37015,0.34326,0.76962,0.57887,0.68008,0.55199,1.40837,1.2284,1.14979,1.05058,1.04707,1.40343,0.79549,0.73638,0.86136,0.58306,0.44325,0.47501,0.5797,1.34745,0.9456,0.60474,0.37642,1.16031,0.52219,0.58724,0.93643,0.53435,0.5486,0.96842,0.5858,1.21332,0.87824,1.81331,0.79314,0.98329,0.50635,1.40229,0.80842,0.88306,0.9386,0.43743,0.43215,-0.10377,1.02679,0.86775,1.47291,0.8761,1.25807,1.14244,0.55401,1.54973,-0.15004,1.19919,1.6991,1.07981,0.45306,0.93402,1.02526,0.74606,0.83155,1.08365,0.59793,1.08376,0.45355,0.60631,1.67496,0.76753,2.01062,1.39203,0.97736,1.78011,0.55649,0.85626,0.53062,0.4522,0.93717,0.36263,0.68878,1.45527,1.33939,0.90116,0.76357,0.82012,1.02026,1.40642,0.40709,0.96635,1.1191,1.10323,1.23706,0.68973,1.20848,0.83649,0.78846,1.45033,1.15712,0.71725,0.60389,0.75667,0.37322,0.72837,1.15906,0.84429,0.88158,0.64902,0.37205,0.416,0.69678,1.25478,0.93333,1.14482,0.43686,1.40124,0.59744,1.77829,0.6582,0.73425,0.09186,1.0483,0.11707,1.19631,0.37904,1.13551,0.49528,0.45446,0.62476,0.23949,-0.07448,0.9607,1.51591,0.29148,0.69942,1.17164,0.35987,0.47526,0.46364,0.73235,0.77909,0.5751,1.1522,1.21892,0.8675,1.33816,0.80517,0.55176,0.84159,0.94677,1.2676,1.23821,0.72492,0.72663,0.48222,1.80527,1.22761,0.08833,0.51641,0.58969,0.85647,0.69102,0.55273,0.34193,0.41535,0.60143,1.39832,1.30706,0.83417,0.69033,0.51322,0.3055,0.35259,1.00456,0.2852,0.23115,0.52016,0.94697,0.81835,1.10934,-0.21035,0.41203,0.63918,-0.05742,0.59177,-0.16299,0.68361,0.61337,0.59382,0.49229,1.33674,0.59564,0.12463,0.29656,0.77472,0.90307,0.0904,0.36062,0.91478,0.51337,0.77126,0.76939,0.03817,0.74985,1.07645,1.87495,0.58203,0.59087,0.90879,0.83631,-0.3997,-0.1334,1.65534,1.59398,0.21177,1.06658,0.52355,0.59349,0.6777,0.61754,0.91258,0.98779,0.59768,0.66168,1.10164,0.71069,0.92701,0.68991,0.38124,0.34978,0.80035,1.6702,0.17246,0.6361,0.83015,1.12075,0.69837
"hsa-miR-211-3p",1.31285,0.44028,1.76061,1.06747,0.81828,0.42551,1.48397,1.00444,0.37697,1.67052,0.67713,1.44273,1.28994,1.85144,0.43082,0.4411,1.10746,0.84342,0.81418,1.38304,0.84489,0.68458,0.19956,0.56513,0.21325,0.69569,0.72563,1.02743,0.29026,0.86771,0.70098,1.20698,0.65637,2.00148,0.76825,1.23349,0.38219,0.96304,0.4955,1.07673,1.40539,0.71015,0.63635,0.05427,0.63015,0.58683,1.55109,1.60944,0.82759,0.99267,0.4552,1.57579,-0.00489,1.03381,1.6991,1.11624,0.5896,1.01407,1.33701,0.43056,0.63566,0.75224,0.56292,0.7093,0.34677,0.23521,3.32387,0.57853,1.98745,0.64549,0.56828,0.73814,0.47685,0.87651,0.25866,0.44109,0.62493,0.29702,0.5112,0.72393,0.82175,1.63001,1.0509,0.71776,0.77937,0.87327,0.75114,0.89233,0.90932,0.79601,0.74425,0.71662,1.27266,0.74013,0.50745,0.73918,0.8427,0.55512,0.97825,0.96066,0.17206,0.6105,0.71368,0.81941,0.84843,0.6007,0.41487,0.51735,0.5147,1.183,0.6524,0.86824,1.01863,1.03973,0.24909,0.79476,1.46174,0.42243,0.24925,0.31193,0.51048,1.13986,0.35416,0.63068,0.1185,0.2479,0.48454,0.72117,-0.32763,1.3634,1.63954,0.36168,0.63507,1.21677,0.02064,0.31644,0.58125,0.47148,1.00704,0.36763,0.3811,1.21259,1.39738,1.24718,1.42881,-0.18979,0.60533,0.33621,1.23965,1.56317,1.06217,1.27135,1.24904,2.17278,0.74449,0.79152,1.19844,0.42582,0.79968,1.0621,0.79446,1.2591,0.77367,1.6047,2.42606,0.41125,1.09022,0.76066,0.23229,2.3458,0.38756,0.97089,0.11926,0.45313,0.47288,1.03927,0.64077,0.60513,-0.12307,0.5867,0.34361,-0.15212,0.81729,0.0324,0.92159,0.17889,0.56067,0.43274,0.82912,0.2314,0.37732,0.79008,0.60559,0.79479,0.00803,0.35429,0.708,0.50302,0.84146,1.17482,-0.04547,0.27683,1.21457,1.23759,0.08621,0.38877,0.8219,1.92746,-0.428,-0.30471,1.26294,0.9098,-0.01325,0.84362,0.36297,1.44766,1.14938,0.42027,1.51863,1.1322,0.67753,1.22681,0.58426,1.0384,0.58453,1.00474,0.1171,0.47341,1.07956,0.9089,0.45527,0.53626,1.18038,1.15572,0.84587
"hsa-miR-199a-5p",1.1095,0.41908,0.85287,0.49198,0.79094,0.46363,0.95871,0.59022,1.24015,1.82469,0.65027,1.16527,0.71201,1.53593,0.42573,0.50728,0.84133,1.29881,0.95422,1.18173,1.14793,0.51535,0.31319,0.75431,0.35296,0.80837,0.71696,1.28222,0.33111,1.28905,0.63296,1.12892,0.79841,1.69469,0.67539,1.42582,0.56746,1.63321,0.70321,0.79902,0.85511,0.26604,1.05631,0.05716,0.97289,0.85875,1.37039,1.93163,0.82747,1.24333,0.45124,1.04091,0.32193,1.41565,1.36517,0.93237,0.31337,1.01969,0.62058,0.59399,0.63566,0.82085,0.6457,0.85871,0.80967,0.50677,1.24865,0.80053,2.34607,1.05085,0.86776,1.03417,0.59362,1.35262,0.79156,0.65278,0.85771,0.26371,0.73476,0.99525,1.25956,0.98441,1.27242,0.52761,0.72543,0.84957,0.4527,0.96204,0.77455,0.71836,1.15357,0.40893,1.95891,0.97038,0.70746,0.71548,0.89268,0.76542,1.29352,0.99537,0.31585,0.671,0.94986,1.31094,0.67307,0.52076,0.69651,0.73149,0.36372,1.29133,1.08425,0.91779,0.71637,1.60919,0.65851,1.52217,0.57744,0.37189,0.17007,0.49418,0.6649,0.0052,0.75411,0.36503,0.38971,0.64222,0.71074,0.37338,-0.25219,1.00066,1.33885,0.36116,0.6533,1.22778,0.35502,0.39102,0.7076,1.12531,1.52212,1.11922,0.77586,1.2562,0.69554,1.24707,0.94466,1.29105,0.9153,1.23019,1.54784,1.24939,0.84687,0.70996,0.40121,1.38763,0.74437,0.66276,0.95851,0.55943,1.26706,0.55797,0.34464,0.22017,0.38509,1.07647,1.09152,0.76414,0.70885,0.46484,1.23341,0.23441,0.55637,1.04111,0.21654,0.70796,0.42444,0.86293,0.39739,0.85199,-0.24062,0.53683,0.70285,0.32988,0.76334,-0.02676,0.52848,0.42367,0.85211,0.38287,0.51788,0.43575,0.8139,0.26232,0.86575,0.59966,-0.28623,0.53271,1.1346,0.83861,0.91117,0.37063,-0.07281,0.51049,1.22348,1.15994,0.81351,0.40504,0.8219,0.41639,-0.35125,-0.20478,1.05952,0.36467,0.18151,1.30199,0.36586,0.66657,0.92467,0.66683,1.26426,0.99768,0.54673,0.79194,0.87511,0.80359,0.72079,0.66738,0.30048,0.50581,0.84149,0.76998,0.30019,0.33854,0.66316,1.20161,0.85201
"hsa-miR-224-3p",1.03726,0.73524,1.08998,1.00643,0.81467,0.60774,1.14145,1.2284,1.08874,1.04275,0.84534,0.75553,0.60978,1.52883,0.62198,0.53619,0.57222,0.46045,0.81576,1.03265,0.89984,0.80584,0.6707,0.91401,0.90631,0.50035,0.74587,0.75856,0.35081,1.08023,1.00752,1.19279,0.85784,1.70244,1.29917,0.87811,0.4208,0.76162,0.9141,1.0423,0.90083,0.18322,1.3205,0.28305,0.8415,1.09101,1.29628,1.26071,1.3331,1.03267,0.61566,1.42874,0.04372,1.00228,1.50218,0.86215,0.54256,0.87604,1.30891,0.81636,0.63464,0.84456,0.4395,0.93037,0.59899,0.41322,1.24043,0.62765,2.10676,0.62045,0.80115,1.10582,0.8997,0.77141,0.65006,0.48659,0.66124,0.72544,0.57696,0.90323,0.98832,1.51411,1.42479,0.89787,1.33788,1.01616,1.01048,1.07203,0.77455,0.77097,1.19929,0.52673,1.61334,0.89306,0.73922,0.94309,0.7532,0.79229,0.20968,1.23399,0.12757,1.02359,1.03245,1.12111,0.83336,0.8346,0.61173,0.37823,0.49542,1.64145,0.35187,0.61963,0.9412,0.80737,1.10968,0.8873,0.7767,0.8005,0.29511,0.68636,1.22799,0.84878,0.33295,0.56015,0.32901,0.50037,1.01998,0.65889,0.24344,1.40616,0.88471,0.387,0.7289,0.73548,0.36793,0.41652,0.5225,0.70674,1.2472,0.91617,0.5622,1.18525,0.8675,0.76232,0.74077,0.91357,0.64393,0.63259,1.26932,1.18525,0.79021,0.62518,0.77746,0.96435,0.84388,0.38416,0.8132,0.35236,0.79436,0.74676,0.54455,0.32737,0.36713,0.93604,1.07829,0.60708,0.37502,0.4729,0.50846,0.36125,0.27485,1.94178,0.38135,0.29373,0.58565,0.87706,0.62037,0.34598,-0.21818,0.54481,0.72869,0.12063,0.45728,-0.03794,0.75533,0.58191,0.73058,0.72748,0.56299,0.45545,0.1804,0.08582,0.44918,1.16518,-0.17323,0.79027,1.11861,0.53188,1.06183,0.89042,0.15698,0.53604,1.46183,0.59216,0.89317,0.58611,1.02138,0.89288,-0.41146,-0.37505,0.85439,1.36658,0.04288,0.80173,0.4749,0.46626,0.6114,0.89683,0.83868,0.87801,0.80545,0.56023,1.04701,0.58592,0.63488,0.68991,0.43251,1.2656,0.56461,1.0266,0.55129,0.68521,1.26422,0.61347,0.69361
"hsa-miR-30b-5p",1.71271,0.64024,1.23503,0.51359,0.58486,1.1771,1.08743,0.76204,0.69407,0.96679,0.6068,1.13162,1.06436,1.73099,0.84062,0.46572,0.72099,1.22554,0.51442,1.04031,1.05519,0.76428,0.33486,0.60495,0.47623,0.45879,0.82901,0.95853,0.27901,1.09173,0.69205,1.2821,0.60243,1.46682,0.71953,0.87987,0.53447,1.04302,0.48009,0.73773,1.427,0.04703,0.83604,0.32173,0.66181,0.24438,1.47574,1.03509,1.18101,1.4477,0.59057,1.03446,0.1003,1.19614,1.52218,1.15965,0.42723,1.37267,1.30468,0.42751,0.65727,0.84456,0.48962,0.76562,1.10969,0.99058,1.44404,0.40253,2.54441,1.04439,0.84133,0.80585,0.7466,1.00923,0.79132,0.46006,0.46432,0.52779,0.53539,1.00536,1.31866,1.26052,1.38804,0.71961,0.72543,1.03583,0.7238,0.74614,0.87952,0.76367,1.51192,0.7966,0.59985,1.56824,0.73116,0.73918,0.83584,0.8187,0.63778,0.49265,0.42387,0.81352,1.17924,0.78564,1.48255,0.64311,0.28516,0.41841,0.87174,1.59989,0.54335,0.696,0.39013,0.7369,0.70383,1.27677,0.57642,0.50864,0.25324,0.69117,0.51048,0.84455,0.45175,0.29992,0.51298,0.59678,0.72622,0.46767,-0.05677,0.6968,1.62216,0.86057,0.37934,0.93589,0.16079,0.62823,0.8434,0.5278,1.20834,1.06297,0.82118,0.69178,0.9568,0.92166,0.78443,0.53102,0.86177,0.5419,1.61099,1.27478,0.89407,0.51228,0.3748,1.72564,0.67415,0.54658,0.70905,0.39254,0.80428,0.76643,0.45386,0.17247,0.20386,0.94754,1.08539,0.71402,0.90959,0.72689,0.89683,0.39742,0.22889,0.92933,0.24193,0.25487,0.5445,0.64883,0.38621,0.5645,-0.05462,0.32193,0.51341,0.11769,1.09116,0.04129,0.50206,0.55607,0.43219,0.36384,0.87765,0.54968,0.19341,0.08927,0.59018,1.25858,-0.09604,0.82643,1.12342,0.50746,1.64377,0.38971,0.20235,0.44539,0.93944,0.62067,0.32849,0.5572,1.32231,1.07019,-0.28423,-0.29512,0.93564,1.0664,0.56734,0.77032,0.39902,0.34517,0.61905,0.54394,0.5356,0.39633,0.38708,0.78066,0.81005,0.63106,1.02512,0.71152,0.24982,0.58132,0.85083,0.90585,0.39004,0.27731,1.08238,1.14887,0.58471
"hsa-miR-144-5p",0.52619,0.48082,1.09248,0.46704,0.43261,0.43528,0.81226,0.51492,0.73629,1.30947,0.85439,1.13422,0.83885,1.10729,0.87189,0.43859,0.52309,0.65075,0.97283,1.2446,0.91305,0.56973,0.43808,1.60651,0.42989,0.74498,1.02654,0.97515,-0.10454,0.73839,0.72332,1.47425,0.37471,2.07156,0.55941,0.64034,0.60078,1.35456,0.43664,0.82389,2.01878,0.23769,0.83604,0.06454,0.63991,0.66,1.26414,1.31443,1.30978,1.23992,0.4568,1.43355,-0.03035,0.78238,1.76693,1.19882,0.55615,1.22904,0.9778,0.65569,0.84816,1.02424,0.66823,0.61443,1.02038,0.24909,1.39416,0.73714,2.24492,0.78679,0.84432,0.69255,0.63235,0.69442,0.76638,0.85613,0.70777,0.32177,0.56579,1.11475,1.20676,1.14141,1.09123,0.69713,1.15777,1.0046,0.3483,1.07094,1.27919,1.09565,0.59778,0.9947,0.73273,0.8957,0.91655,1.11854,1.32512,0.55261,0.72317,0.32835,0.33955,0.63398,0.45373,0.60182,0.52763,0.75782,0.42464,0.71262,0.46242,1.06486,0.72895,0.86201,0.33999,1.3391,0.52697,0.60555,0.63914,0.40792,0.10239,0.93547,0.86825,0.46484,0.14702,0.5747,0.22224,0.28839,0.97085,0.49546,-0.08428,0.79174,1.1001,0.36116,0.92582,1.0066,0.29874,0.28553,0.47157,0.36656,0.84084,0.72,0.57553,0.72411,0.43264,0.93828,0.77261,1.70276,0.24863,0.86038,1.28014,1.30604,0.44801,0.6148,0.59934,1.41588,0.77805,0.36703,0.679,0.34267,0.6156,0.76132,0.3838,0.28186,0.57947,0.99002,0.89271,0.60599,0.72242,0.933,0.24693,0.41497,0.24991,1.36297,0.04038,1.2161,0.95842,0.71155,0.42564,0.23629,-0.24424,0.13404,0.55563,0.11257,0.56683,-0.01387,0.74727,0.73397,0.46651,0.4054,0.89728,0.15521,0.05308,0.32431,0.9224,0.90307,-0.22453,0.39478,1.41632,0.59481,1.2274,0.33983,0.17568,0.29536,1.68598,1.25147,0.61743,0.58195,1.06055,0.47952,-0.43786,-0.09924,1.48638,0.61745,0.15316,1.32105,0.2494,1.69264,0.75571,0.68936,0.85043,1.19166,0.61115,0.61396,1.08377,0.37999,1.00468,1.23345,0.47649,0.93613,0.89174,1.16029,0.61912,0.73893,0.73493,1.48319,0.80645
"hsa-miR-154-5p",1.28827,0.68175,1.064,1.22145,1.52931,0.49887,0.95823,0.52,0.90319,1.01984,1.28798,1.12472,0.54051,0.68813,0.55198,0.65379,0.49851,0.51365,1.15776,1.5616,0.92867,0.60837,0.70934,0.82885,0.8003,0.50035,0.56577,1.34457,0.3279,0.6151,0.69413,1.33233,0.52533,1.2577,0.39283,0.7615,0.73028,1.31644,0.62611,1.32515,0.82712,0.25622,1.33798,0.15376,0.56626,0.27791,1.57032,0.5553,0.76018,1.02264,0.52855,1.42714,-0.16511,0.5608,1.47921,0.86215,0.32852,1.11277,0.61045,0.61757,0.82514,0.62141,0.80902,0.78265,0.72917,0.42095,1.0155,0.6189,2.11957,1.02286,0.88406,0.84956,0.55792,0.72333,0.6413,0.51548,0.76485,0.21993,0.7971,1.1986,0.79178,1.35101,1.24444,0.52421,0.90203,0.84869,0.44949,1.13229,0.96585,0.91952,0.78767,1.50351,1.27319,0.67977,0.38246,1.18213,0.58037,0.3836,0.41177,0.75026,0.31013,0.89813,0.6874,1.39087,0.82333,0.59418,0.425,0.5606,0.48096,1.40245,0.56039,1.27353,0.50345,1.85724,0.71538,0.76108,0.7067,0.79409,0.16394,0.90558,1.28292,1.10027,0.47051,0.5747,0.41596,0.50622,0.49758,0.27858,0.10198,1.43675,0.64605,0.3998,0.64212,0.76607,0.2454,0.37922,1.09629,0.69868,0.56514,0.63236,0.66413,1.17884,0.60074,0.75591,0.74787,1.12794,0.32777,0.76797,1.4646,1.24287,0.60716,0.63333,0.76743,1.29935,1.12599,0.35152,0.82135,0.69439,0.87832,0.31224,0.38501,0.26483,0.19233,0.94419,0.92568,0.73956,0.69127,0.23216,0.83568,0.3694,0.39769,0.6376,0.1958,0.29442,0.42444,1.14932,0.62852,0.68889,-0.05052,0.31041,0.43937,-0.02164,0.75694,-0.06252,0.8792,0.38791,0.54196,0.4054,0.5149,0.43066,0.41769,-0.02448,0.64322,0.56895,0.0769,0.72773,0.88216,0.54644,0.88131,0.33905,0.01817,0.52157,0.82985,0.4244,0.81011,0.6716,0.62869,0.89357,-0.39921,-0.29523,1.08699,1.1466,-0.04322,1.14935,0.63422,0.88058,0.87128,1.25966,0.66789,0.63496,0.6603,0.56838,0.3624,0.53784,0.57348,0.5302,0.36022,0.56264,0.83943,0.9089,0.73264,0.3695,1.39627,0.81428,0.83947
"hsa-miR-18a-3p",0.71445,0.45187,0.91567,0.49198,0.79094,0.51451,1.11936,0.70151,0.75141,1.08312,0.85842,1.35063,0.50649,1.09483,1.05696,0.61382,0.77111,0.89771,0.55901,1.69299,0.88389,0.62124,0.35788,1.03449,0.69381,0.52829,1.11769,1.28739,0.2596,0.96263,0.91947,1.3159,0.5635,1.48984,0.86989,1.10448,0.62754,0.764,0.49129,0.84213,0.89063,0.54373,1.14505,0.11996,0.77367,1.0621,1.47574,1.98314,1.0709,0.52999,0.4095,1.14996,0.18934,1.23607,1.35738,1.05831,0.55617,0.72946,0.99266,0.86787,0.63566,0.96058,0.84795,0.81021,0.86056,0.676,1.33619,0.76312,1.94824,1.08636,0.75202,1.29021,0.63875,0.77657,0.63985,0.7378,0.66393,0.16511,0.45923,0.90323,1.00287,0.79053,0.82947,0.63943,0.94095,1.01218,0.56238,1.02765,0.92107,0.57213,1.34283,1.29518,0.66094,0.74047,0.73151,0.79069,1.02298,0.75817,0.48163,1.03429,0.60406,0.91099,0.74775,0.91425,0.84426,0.47709,0.81141,0.32911,0.96078,0.80198,0.40338,1.13903,0.55203,1.30994,0.24495,0.79925,0.53239,0.50353,0.26328,0.36571,1.66866,1.25557,0.39122,0.37259,0.55453,0.42545,0.5115,0.70234,-0.04973,1.43703,0.92507,0.38865,0.70833,0.78172,0.42608,0.42653,0.52731,0.69868,1.02742,0.70497,0.79516,0.54152,0.92391,1.21577,0.72932,1.4759,0.45916,0.42825,1.39219,1.19834,0.66145,0.8108,0.60197,0.59554,0.87233,0.3761,0.70394,0.88031,1.28635,0.80605,0.34023,0.13278,0.63376,1.04359,1.32872,0.75761,0.57113,0.46484,0.54575,0.1737,0.20329,0.64364,0.10424,0.30083,0.76394,0.69801,0.16462,0.9709,-0.11149,0.54082,0.47754,-0.10113,1.13687,0.33061,0.42511,0.46678,0.52123,0.30946,0.4038,0.18475,0.41624,0.22072,0.63589,0.75587,0.0904,0.84375,0.70557,0.82302,0.55353,0.63525,0.05416,0.49456,0.04124,0.92917,0.84903,0.43854,0.81927,0.63804,-0.41587,-0.22946,0.90062,0.77519,0.10909,0.73165,0.31036,0.63983,0.55725,0.84938,0.8646,0.45062,0.52478,0.53059,0.50952,0.44386,0.46275,0.91586,0.43732,0.47097,0.81581,0.79251,0.21143,0.52335,0.5744,1.17189,0.73091
"hsa-miR-32-3p",1.08717,0.76039,1.06107,2.15436,0.63229,0.46022,1.02115,0.68961,0.76297,1.32185,0.65422,1.17387,1.01354,2.25787,0.41167,0.44958,0.60191,1.17473,0.65529,1.19567,0.87854,0.86076,0.16826,0.86525,0.26016,0.67654,1.0258,0.78825,0.34504,0.5037,0.4404,0.87296,0.59267,1.04607,0.37426,1.22322,0.52217,1.26154,0.65239,1.03963,1.2108,-0.08014,0.38872,0.02574,0.74368,0.61107,1.32841,0.62264,0.69687,0.81452,0.50319,1.42725,-0.01517,0.91781,1.12397,0.46496,0.51672,1.03362,1.33049,0.76554,0.68308,0.74593,0.65848,0.83042,0.65351,0.41803,1.51642,0.52467,1.97555,1.24295,0.70121,1.0567,0.62272,0.91016,0.58316,0.3169,0.57173,0.52437,0.6428,0.68638,0.94902,0.90827,1.33487,1.18902,0.9221,0.57533,0.62834,0.89182,1.08543,0.73231,0.91266,0.62011,0.71724,1.14839,0.60801,0.88118,0.49091,0.40908,0.73117,0.82251,0.38698,0.74212,0.52052,0.52322,0.70931,0.57387,0.51543,0.50759,0.31356,1.63169,0.75163,0.66954,0.34825,0.72764,0.87509,0.39954,0.36442,0.44967,0.11338,0.44033,0.85849,-0.32339,0.42038,0.64055,0.57901,0.49771,0.24962,0.22619,-0.13266,1.39811,2.63774,0.61082,0.94588,0.53815,0.08412,0.1611,0.51755,0.64787,1.11377,0.24411,0.3808,1.02258,0.91492,0.75506,0.56394,0.95051,0.22823,0.5737,1.35797,1.42488,0.42326,0.79421,1.00287,1.71775,0.69421,0.58278,1.11656,0.44588,1.0826,1.02822,0.65676,0.16018,0.97011,1.54967,0.89968,0.47658,0.89472,0.68057,0.5454,0.45463,0.3407,1.3152,0.28418,0.88126,0.65631,0.45018,0.57361,0.30866,-0.15041,0.50551,0.69446,0.04128,0.42168,0.00348,0.69646,0.6584,0.49293,0.47125,0.81868,0.35364,0.06134,0.20108,0.80071,0.75756,-0.15316,0.11625,0.88111,0.41815,0.88837,0.62032,-0.05274,0.31982,0.71866,1.18364,0.3857,0.41364,3.74005,2.62549,-0.46227,-0.19085,0.92515,0.98862,-0.20208,1.31594,0.49497,2.34856,0.53167,0.54239,0.70807,0.83871,0.49573,0.99191,0.30865,0.61796,0.59976,0.41193,0.18058,0.81444,0.72966,0.85836,0.45078,0.69977,0.59294,0.58763,0.45654
