"","GSM4292511","GSM4292512","GSM4292513","GSM4292514","GSM4292515","GSM4292516","GSM4292517","GSM4292518","GSM4292519","GSM4292520","GSM4292521","GSM4292522","GSM4292523","GSM4292524","GSM4292525","GSM4292526","GSM4292527","GSM4292528","GSM4292529","GSM4292530","GSM4292531","GSM4292532","GSM4292533","GSM4292534","GSM4292535","GSM4292536","GSM4292537","GSM4292538","GSM4292539"
"hsa-miR-181a-5p",11.8742129348309,12.0098286173681,11.9121408562957,11.7731392067197,12.4170613467603,12.1068900450922,8.69348695749933,7.6724253419715,8.58496250072116,10.3297963382207,10.2691266791494,11.4913520735634,8.33985000288462,9.6582114827518,8.37068740680722,10.3912435894274,6.84549005094437,12.4619909505856,12.8049376720519,11.5033288566267,11.4833119549994,11.4215389068483,10.0579917227592,10.2888660741658,10.2796105810525,10.1331422124006,11.2197735508929,10.5401280385821,9.85174904141606
"hsa-miR-181b-2-3p",1.58496250072116,1.58496250072116,0,1.58496250072116,2.58496250072116,1.58496250072116,0,1,0,0,0,0,0,1.58496250072116,0,1.58496250072116,0,1,1,0,0,1,0,0,0,1.58496250072116,0,0,0
"hsa-miR-181b-3p",3.58496250072116,3.32192809488736,3.8073549220576,3.16992500144231,4.32192809488736,3.32192809488736,2.32192809488736,0,1,2.58496250072116,1.58496250072116,2.8073549220576,0,2.58496250072116,2.58496250072116,1.58496250072116,0,3.4594316186373,3.90689059560852,2.58496250072116,0,3.58496250072116,2.58496250072116,2.32192809488736,2.32192809488736,2.32192809488736,2.32192809488736,2,1.58496250072116
"hsa-miR-181b-5p",11.9288884393976,11.4853261892405,12.0894504811159,12.4890953154135,13.0573148777827,12.582612451267,9.94251450533924,8.10328780841202,9.51766938813381,11.3608470841797,11.3679607096416,12.5218457751619,8.70043971814109,10.2384047393251,9.42206476617281,11.5196362528432,7.78135971352466,13.0382331347318,13.3594750488495,11.873828574887,12.5228266999258,11.5372184005386,10.2573878426927,10.5410966153495,10.6064052126978,10.6995724532873,11.8177831217745,11.399277924509,10.7185328760692
"hsa-miR-181c-3p",3.58496250072116,5.24792751344359,3,4.08746284125034,4.4594316186373,3.70043971814109,1,0,0,2.58496250072116,1.58496250072116,3,1,1.58496250072116,2,3.16992500144231,0,3.4594316186373,4.32192809488736,3.32192809488736,1,3.90689059560852,2,2.58496250072116,2.58496250072116,1,2.32192809488736,2.58496250072116,1.58496250072116
"hsa-miR-181c-5p",3.90689059560852,4.52356195605701,3,3.4594316186373,4.4594316186373,4.08746284125034,0,0,0,1.58496250072116,0,2.58496250072116,0,0,0,2.32192809488736,0,3.90689059560852,5.16992500144231,4.16992500144231,1.58496250072116,3.16992500144231,0,0,0,1,3.16992500144231,2.32192809488736,0
"hsa-miR-181d-5p",8.63662462054365,8.55074678538324,8.76487159073609,8.80413102118332,9.50581155391959,8.97441458980553,6.4594316186373,5.12928301694497,6.22881869049588,8.28540221886225,8.17492568250068,9.4241662888181,6.02236781302845,6.79441586635011,5.95419631038687,8.05528243550119,4.70043971814109,9.07146236255662,9.5018371849023,7.88874324889826,9.1006623390052,8.49185309632967,6.89481776330794,7.02236781302845,7.4262647547021,7.4178525148859,8.4757334309664,8.38801728534514,7.33985000288462
"hsa-miR-182-3p",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-182-5p",2.58496250072116,3.4594316186373,2,3.90689059560852,4.39231742277876,3.58496250072116,4.52356195605701,3.58496250072116,3.70043971814109,2,2,4.39231742277876,2.58496250072116,3.32192809488736,3.16992500144231,3.8073549220576,1.58496250072116,4.90689059560852,5.20945336562895,3.32192809488736,5.35755200461808,3.32192809488736,4.24792751344359,4.58496250072116,4.16992500144231,2.32192809488736,3.70043971814109,3.16992500144231,3.90689059560852
"hsa-miR-1827",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1.58496250072116,1,0,0,0,0,0,0,0
"hsa-miR-183-5p",1.58496250072116,5.6724253419715,2,3.4594316186373,4.16992500144231,3.32192809488736,3.70043971814109,2,1,2.32192809488736,2.58496250072116,3.32192809488736,2.58496250072116,2,3.16992500144231,2,0,3.32192809488736,2.58496250072116,2.32192809488736,5.04439411935845,1,2,3.8073549220576,4.64385618977472,3.70043971814109,3,3.16992500144231,2.58496250072116
"hsa-miR-184",0,2,1.58496250072116,1,0,0,2,1,2.32192809488736,0,1,2,0,2.58496250072116,2.58496250072116,1.58496250072116,1,1.58496250072116,2,0,4.64385618977472,1,2,1.58496250072116,1,1,1,1.58496250072116,0
"hsa-miR-185-3p",3.32192809488736,4.16992500144231,3.4594316186373,2.8073549220576,4,4.52356195605701,2.58496250072116,1.58496250072116,2.58496250072116,2,2.8073549220576,3.90689059560852,1.58496250072116,2,2.32192809488736,2.32192809488736,1,3.32192809488736,4.08746284125034,1.58496250072116,4.16992500144231,4,3,4,3.16992500144231,3.58496250072116,2.32192809488736,2.32192809488736,2.32192809488736
"hsa-miR-185-5p",4.90689059560852,8.61470984411521,5.4262647547021,5.6724253419715,6.74146698640115,5.95419631038687,1.58496250072116,2.32192809488736,1.58496250072116,4.24792751344359,3.32192809488736,4.24792751344359,2.58496250072116,2.8073549220576,2,4.95419631038687,1,6.39231742277876,7.15987133677839,5.70043971814109,4.64385618977472,5.64385618977472,3,3.4594316186373,4.16992500144231,3.8073549220576,4.16992500144231,3.58496250072116,3.32192809488736
"hsa-miR-186-5p",5.70043971814109,7.51569983828404,6.12928301694497,7.53138146051631,8.11894107272351,7.61470984411521,1.58496250072116,2.32192809488736,2.58496250072116,4.4594316186373,4.39231742277876,4.52356195605701,3.16992500144231,3.70043971814109,2.58496250072116,4.8073549220576,1.58496250072116,7.73470962022584,8.5077946401987,6.7279204545632,5.08746284125034,5.70043971814109,3.70043971814109,3.70043971814109,3.32192809488736,3.4594316186373,4.16992500144231,4.08746284125034,4.32192809488736
"hsa-miR-187-3p",3.8073549220576,5.8073549220576,4.4594316186373,4.4594316186373,4.24792751344359,4.4594316186373,2,0,1.58496250072116,2,2.58496250072116,3.58496250072116,1.58496250072116,2,1,2,0,4.4594316186373,5.24792751344359,3.32192809488736,4.4594316186373,3.70043971814109,2,2.8073549220576,3,2.58496250072116,3.70043971814109,2.58496250072116,2
"hsa-miR-187-5p",1.58496250072116,2.32192809488736,2,3.8073549220576,3.8073549220576,3.58496250072116,1,1.58496250072116,2,2.32192809488736,2.32192809488736,2.58496250072116,0,2,0,2.8073549220576,0,4.39231742277876,4.75488750216347,3.32192809488736,2.58496250072116,2.8073549220576,2,0,2.32192809488736,3,3.16992500144231,3.16992500144231,1.58496250072116
"hsa-miR-188-3p",1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-188-5p",2.58496250072116,1,3.32192809488736,3.90689059560852,3.90689059560852,3.4594316186373,0,0,0,2.32192809488736,2,1.58496250072116,0,0,0,1.58496250072116,0,3.58496250072116,4.08746284125034,2.8073549220576,1,2.8073549220576,1.58496250072116,2,1.58496250072116,1,2,1,0
"hsa-miR-18a-3p",1,0,0,2.58496250072116,3.70043971814109,1.58496250072116,0,0,1,0,1,1.58496250072116,0,1,0,1,0,2.58496250072116,2.58496250072116,0,0,0,0,2,1.58496250072116,0,1,0,0
"hsa-miR-18a-5p",0,0,0,1,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-18b-5p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1908-5p",1.58496250072116,1,1,0,2.8073549220576,1.58496250072116,2,0,0,1,2.32192809488736,2.32192809488736,0,1,0,2.32192809488736,0,2,1.58496250072116,1,0,1.58496250072116,0,2.58496250072116,2,2,1,1,1
"hsa-miR-190a-5p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-190b",2,3.4594316186373,1,3.8073549220576,2.58496250072116,2.8073549220576,0,0,1,2,1.58496250072116,3.16992500144231,0,0,0,2,1,2.58496250072116,2.32192809488736,1.58496250072116,0,2,0,0,0,1,1,0,1
"hsa-miR-191-3p",4.39231742277876,5.28540221886225,4.52356195605701,3.58496250072116,4.4594316186373,4.4594316186373,1,0,1.58496250072116,2.32192809488736,3,3.58496250072116,2.58496250072116,3.32192809488736,3,3.58496250072116,0,4.24792751344359,4.70043971814109,3.8073549220576,3.8073549220576,4.16992500144231,3.4594316186373,3,3.58496250072116,4.8073549220576,4,3.4594316186373,2.58496250072116
"hsa-miR-191-5p",7.4594316186373,11.0947375050481,7.03342300153745,8.53138146051631,9.4093909361377,8.92481250360578,5.85798099512757,4.95419631038687,5.58496250072116,5.7279204545632,5.8073549220576,6.49185309632967,5.12928301694497,5.78135971352466,5.97727992349992,7.8073549220576,2.32192809488736,9.20945336562895,9.95564990752837,8.29920801838728,5.16992500144231,6.6724253419715,6.68650052718322,7.40087943628218,7.34872815423108,6.33985000288462,6.64385618977472,6.18982455888002,6.39231742277876
"hsa-miR-1911-3p",2.32192809488736,2.8073549220576,2,1.58496250072116,2.32192809488736,1.58496250072116,0,0,0,0,1,2.32192809488736,1,0,0,0,0,1.58496250072116,2.32192809488736,0,1.58496250072116,1.58496250072116,1,1.58496250072116,1.58496250072116,2.32192809488736,0,0,1
"hsa-miR-1911-5p",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1912",0,2.8073549220576,1,2,2,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,3.58496250072116,1.58496250072116,1,0,0,1,0,0,0,1,1
"hsa-miR-192-5p",3.32192809488736,6,3.4594316186373,4.32192809488736,5.20945336562895,4.24792751344359,3.32192809488736,1,1,3.58496250072116,2.8073549220576,4,3.4594316186373,4.58496250072116,3.32192809488736,4.58496250072116,0,4.85798099512757,5.28540221886225,4.39231742277876,5.08746284125034,2.32192809488736,2.32192809488736,3.58496250072116,3.8073549220576,2.58496250072116,3.16992500144231,4.16992500144231,3.8073549220576
"hsa-miR-193a-5p",3.16992500144231,2.8073549220576,3.90689059560852,3.4594316186373,4.85798099512757,4,0,1.58496250072116,1,3.58496250072116,2.32192809488736,3,0,2.32192809488736,2.58496250072116,3.4594316186373,2,4,4.64385618977472,3.4594316186373,3.90689059560852,3.70043971814109,3.70043971814109,4.24792751344359,3.8073549220576,3.32192809488736,3.16992500144231,2,1.58496250072116
"hsa-miR-193b-3p",0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-193b-5p",3.4594316186373,0,3,4.95419631038687,5.12928301694497,4.32192809488736,4.75488750216347,3.58496250072116,4.58496250072116,5.28540221886225,5.12928301694497,5.16992500144231,3.4594316186373,4.39231742277876,4.4594316186373,4.85798099512757,1,4.75488750216347,5.49185309632967,4,6.83289001416474,2.8073549220576,5.58496250072116,5.39231742277876,5.55458885167764,5.52356195605701,3.8073549220576,4.90689059560852,4.08746284125034
"hsa-miR-194-5p",2,4.70043971814109,2,3.32192809488736,4.75488750216347,4.16992500144231,0,0,0,0,1,2.8073549220576,1,3,0,2,0,3.70043971814109,3.8073549220576,3.32192809488736,3.16992500144231,2,1,3.70043971814109,2.8073549220576,1.58496250072116,2.32192809488736,1.58496250072116,1.58496250072116
"hsa-miR-195-3p",2,4.39231742277876,2.32192809488736,2.32192809488736,3.4594316186373,3.58496250072116,3.32192809488736,2.8073549220576,3.58496250072116,2,3.8073549220576,3,2.8073549220576,3.58496250072116,3.4594316186373,3.70043971814109,0,3.32192809488736,4.16992500144231,1,5.4594316186373,2.8073549220576,3.70043971814109,3.4594316186373,3,4.08746284125034,2.32192809488736,2,3.70043971814109
"hsa-miR-195-5p",3,3.58496250072116,2.32192809488736,3.4594316186373,4.4594316186373,4.16992500144231,0,0,1,3.16992500144231,2.32192809488736,2.8073549220576,1.58496250072116,1.58496250072116,1.58496250072116,1,0,4.08746284125034,5.39231742277876,3.58496250072116,4.24792751344359,3.70043971814109,2.32192809488736,2.32192809488736,2.32192809488736,2.58496250072116,3,2.32192809488736,1
"hsa-miR-196b-5p",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-197-3p",1.58496250072116,4.8073549220576,2,0,3.16992500144231,1.58496250072116,0,0,0,0,0,1,0,1,2.58496250072116,2.32192809488736,0,1.58496250072116,2.32192809488736,2.58496250072116,1,1.58496250072116,2.32192809488736,1.58496250072116,3.4594316186373,2,1,1,0
"hsa-miR-197-5p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1976",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-199a-3p|hsa-miR-199b-3p",4.70043971814109,7.08746284125034,5.20945336562895,5.28540221886225,6.75488750216347,6.18982455888002,2.8073549220576,1,1.58496250072116,3,2.32192809488736,4.4594316186373,2.32192809488736,4,3.32192809488736,3.32192809488736,0,5.93073733756289,6.94251450533924,5.20945336562895,5.35755200461808,4.75488750216347,3.32192809488736,3.16992500144231,3,3.70043971814109,4.39231742277876,2.32192809488736,4.08746284125034
"hsa-miR-199a-5p",4.90689059560852,5.04439411935845,3.4594316186373,4.39231742277876,5.6724253419715,5.20945336562895,2,1.58496250072116,1,1,2.32192809488736,2.32192809488736,0,1,1,4,0,4.64385618977472,6.93073733756289,4.58496250072116,2.32192809488736,4.08746284125034,2.58496250072116,2,1.58496250072116,1.58496250072116,2,0,1.58496250072116
"hsa-miR-199b-5p",1.58496250072116,3,0,1.58496250072116,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2.8073549220576,1.58496250072116,1,1.58496250072116,0,0,0,0,0,0,0
"hsa-miR-19a-3p",1.58496250072116,3.70043971814109,1,2.32192809488736,4.08746284125034,2.32192809488736,1,1,0,1,0,2,1,0,1,1,1,3.4594316186373,3.16992500144231,1,0,1.58496250072116,0,1,0,0,1.58496250072116,1,1
"hsa-miR-19b-3p",2.58496250072116,5.7279204545632,2.58496250072116,4.08746284125034,5,4.64385618977472,0,2,0,0,0,3.4594316186373,0,1,0,2.58496250072116,0,4.08746284125034,4.90689059560852,3.32192809488736,2,3,1,2.32192809488736,2.8073549220576,1,0,1,1
"hsa-miR-200a-3p",4.64385618977472,5.83289001416474,4.4594316186373,4.8073549220576,5.97727992349992,5.24792751344359,2.8073549220576,2,3.16992500144231,3.8073549220576,3.90689059560852,4.32192809488736,3.32192809488736,3.70043971814109,1.58496250072116,3.4594316186373,1,5.4262647547021,5.52356195605701,4.75488750216347,4.85798099512757,3.90689059560852,3,4.16992500144231,4.32192809488736,2.32192809488736,4.75488750216347,4.39231742277876,3.90689059560852
"hsa-miR-200a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-200b-3p",1.58496250072116,2.8073549220576,2,2,2.8073549220576,2.8073549220576,0,1,0,1,0,1,2,1,1,1,0,2.58496250072116,2.58496250072116,1.58496250072116,0,1.58496250072116,1,0,0,0,0,0,1
"hsa-miR-200b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1.58496250072116,1,0,0
"hsa-miR-200c-3p",0,0,0,1,1,1.58496250072116,0,1,0,1,1.58496250072116,0,0,0,0,0,0,1.58496250072116,2.32192809488736,2.58496250072116,0,0,0,0,0,0,1,1.58496250072116,0
"hsa-miR-202-3p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-202-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-203a-3p",0,3.58496250072116,1.58496250072116,1,2,1.58496250072116,0,2.8073549220576,1,1,0,1.58496250072116,0,1.58496250072116,1,2,0,2.8073549220576,2.32192809488736,2,2.32192809488736,1,0,1,2,1,0,2,1
"hsa-miR-204-3p",8.64385618977473,6.4594316186373,8.90989308377004,9.07948478382682,9.41996017784789,9.02790599656988,6.8703647195834,5.78135971352466,7.82654848729092,8.92184093707449,8.83920378809694,9.49385544924082,6.39231742277876,7.93073733756289,6.96578428466209,9.20212382383046,5.20945336562895,9.283088353024,9.4093909361377,7.91886323727459,9.8008998999203,8.17990909001493,8.72451385311995,8.8073549220576,8.98584193700334,8.87344411251538,8.75822321472672,8.54303182025524,7.98299357469431
"hsa-miR-204-5p",5.04439411935845,7.62205181945638,5.20945336562895,5.61470984411521,5.64385618977472,5.61470984411521,4.4594316186373,1,4.75488750216347,2.32192809488736,3.32192809488736,2.8073549220576,2.8073549220576,3,4.16992500144231,3.90689059560852,2,6.33985000288462,6.76818432477693,4.85798099512757,3.4594316186373,4.52356195605701,5.35755200461808,4.75488750216347,4.90689059560852,5.4594316186373,3.58496250072116,3.4594316186373,3.90689059560852
"hsa-miR-205-5p",0,0,0,0,0,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-206",4.8073549220576,5.4594316186373,5.16992500144231,6.04439411935845,6.10852445677817,5.4262647547021,6,4.64385618977472,5.70043971814109,5.88264304936184,5.55458885167764,6.89481776330794,4.70043971814109,6.12928301694497,6.32192809488736,5,2.58496250072116,6.02236781302845,6.06608919045777,4.75488750216347,8.81378119121704,3.8073549220576,6.52356195605701,6.6724253419715,6.53915881110803,6.59991284218713,5.90689059560852,5.35755200461808,6.35755200461808
"hsa-miR-208b-3p",0,0,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-20a-5p",1.58496250072116,4.75488750216347,1,3.32192809488736,5,3.58496250072116,0,0,0,0,1.58496250072116,2,0,1,0,1.58496250072116,0,4,4.95419631038687,2.8073549220576,1,0,0,1.58496250072116,1,0,0,1.58496250072116,0
"hsa-miR-20b-5p",0,2.58496250072116,1.58496250072116,1.58496250072116,2.58496250072116,1.58496250072116,0,0,0,0,0,0,0,0,0,1,0,2.32192809488736,1,2,0,1,0,0,0,0,0,0,0
"hsa-miR-21-3p",1,1.58496250072116,0,0,2.58496250072116,1,1,0,0,1,1.58496250072116,1,0,0,1,1,0,0,1.58496250072116,0,0,0,0,1,2.32192809488736,0,1,0,1.58496250072116
"hsa-miR-21-5p",11.7719020806977,11.0498485494506,11.8525295094042,12.5010907702745,13.6118317059846,13.0711271249483,8.58496250072116,7.45121111183233,8.00562454919388,10.2252074369435,10.0457596613827,11.2137117981057,7.56985560833095,8.63662462054365,9.41574176829009,10.929258408637,6.8073549220576,13.3076277472571,13.8414660681542,12.1595560280588,10.6608872703026,11.0687782779854,8.38801728534514,8.49185309632967,8.64024493622235,8.78790255939143,10.6302671250268,10.1749256825007,8.82017896241519
"hsa-miR-210-3p",2.8073549220576,2.58496250072116,3,4.08746284125034,4.32192809488736,3.8073549220576,0,0,1,2,1,2.8073549220576,1.58496250072116,2.58496250072116,1,1.58496250072116,0,3.16992500144231,4.16992500144231,2.8073549220576,2,3.16992500144231,2.8073549220576,1.58496250072116,3,1,2,0,2
"hsa-miR-211-3p",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-211-5p",0,1,0,0,0,1.58496250072116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2110",0,1,0,2,2.58496250072116,2,0,0,0,0,2,1,0,1,2,1.58496250072116,0,1.58496250072116,1.58496250072116,0,1,1.58496250072116,0,3.58496250072116,3.8073549220576,1,0,0,0
"hsa-miR-2113",3.32192809488736,3.4594316186373,3.8073549220576,4.08746284125034,4.8073549220576,4.52356195605701,3.90689059560852,1.58496250072116,3.16992500144231,3.58496250072116,3.58496250072116,4.32192809488736,2,3.8073549220576,3.70043971814109,3.90689059560852,0,4.58496250072116,4.90689059560852,1.58496250072116,5.12928301694497,3.32192809488736,4.08746284125034,3.8073549220576,3,4.70043971814109,2.8073549220576,3.16992500144231,3.4594316186373
"hsa-miR-212-3p",3.70043971814109,7.11894107272351,4.08746284125034,3.32192809488736,5.12928301694497,4.08746284125034,2,2,2.58496250072116,2.32192809488736,3.32192809488736,4,3.16992500144231,2.58496250072116,0,3.58496250072116,0,5.28540221886225,4.85798099512757,4.58496250072116,0,3,4.4594316186373,5.39231742277876,4.95419631038687,4.64385618977472,2.8073549220576,3.16992500144231,3.8073549220576
"hsa-miR-212-5p",5.39231742277876,6.08746284125034,5.97727992349992,6.14974711950468,6.5077946401987,6.22881869049588,4.52356195605701,3.4594316186373,4.39231742277876,5.7279204545632,5.90689059560852,5.93073733756289,3.90689059560852,4.85798099512757,5.12928301694497,5.97727992349992,2.58496250072116,6.82017896241519,6.89481776330794,5.55458885167764,7.27612440527424,5.93073733756289,6.10852445677817,5.64385618977472,5.7279204545632,5.70043971814109,5.90689059560852,5.52356195605701,5
"hsa-miR-214-3p",0,2.32192809488736,1,1.58496250072116,1.58496250072116,1.58496250072116,0,0,1,0,1,1.58496250072116,0,0,0,0,0,1.58496250072116,2.58496250072116,0,0,1,0,0,0,1.58496250072116,0,0,0
"hsa-miR-214-5p",0,0,0,1,0,1,0,0,0,1,0,1,0,0,1.58496250072116,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"hsa-miR-215-5p",1,0,1,1.58496250072116,2.58496250072116,0,0,0,0,0,0,1.58496250072116,0,0,2.58496250072116,1.58496250072116,0,2.8073549220576,2.8073549220576,0,3.16992500144231,1,0,1,1.58496250072116,0,2.58496250072116,2.58496250072116,2
"hsa-miR-216a-3p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-216a-5p",0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"hsa-miR-216b-3p",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-216b-5p",1,2.32192809488736,0,1.58496250072116,2.8073549220576,1.58496250072116,0,1,0,0,2,1.58496250072116,0,1.58496250072116,0,2,0,2.8073549220576,2.8073549220576,1.58496250072116,0,1,0,1.58496250072116,0,0,0,1.58496250072116,0
"hsa-miR-217",1,1,1.58496250072116,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.58496250072116,1,0,0,0,0,0,0,0,0,1
"hsa-miR-218-2-3p",1,0,0,0,1.58496250072116,1.58496250072116,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-218-5p",7.98299357469431,12.8749813476538,8.6582114827518,8.68299458368168,9.00281501560705,8.78463484555752,7.4262647547021,8.1548181090521,6.70043971814109,7.15987133677839,6.96578428466209,9.13185696060879,7.74146698640115,9.78626962764847,7.75488750216347,7.76155123244448,3.90689059560852,8.8703647195834,9.37503943134693,7.57742882803575,8.91288933622996,8.20945336562895,8.63299519714296,9.09275714091985,8.85798099512757,8.33985000288462,8.05528243550119,8.18982455888002,9.24792751344359
"hsa-miR-219a-1-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.58496250072116,0,0,0,0
"hsa-miR-219a-2-3p",9.96578428466209,11.8548683832602,10.1045987535644,9.65463602852797,10.0674343607565,9.78299820892041,8.03342300153745,6.62935662007961,7.4757334309664,8.78135971352466,8.69348695749933,9.95128471496697,7.37503943134692,8.7279204545632,8.32192809488736,9.2240016741981,5.39231742277876,10.0579917227592,10.5584207132687,9.06339508128851,10.9657842846621,9.85642552862553,9.12928301694497,9.18239435340453,9.17741953798924,9.16490692667569,9.73809225962049,9.2336196767597,8.72109918870719
"hsa-miR-219a-5p",3.4594316186373,3.4594316186373,3.8073549220576,3,3.58496250072116,2.8073549220576,0,0,1,1,2,2.58496250072116,0,1,0,0,0,3.70043971814109,4,3.70043971814109,0,2.58496250072116,0,0,0,0,0,2.32192809488736,0
"hsa-miR-219b-5p",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-22-3p",13.2018176166679,11.2467405984931,13.4580220483826,13.9169990490828,14.6410356707123,14.0419157752258,9.89178370321831,7.3037807481771,9.15228484230658,11.2282174422934,11.4444972871038,11.7834075421735,7.97727992349992,9.39016895620018,9.40514146313634,11.5660540381711,7.45121111183233,14.0765651074173,14.2659080092311,12.6840911065291,10.8902642770211,12.9711842724047,9.39874369193819,9.93663793900257,10.1446582428319,9.876516946565,11.1254134704833,10.8525295094042,9.9469062744564
"hsa-miR-22-5p",7.89481776330794,6.53915881110803,8.2667865406949,8.42206476617281,9.27844945822048,8.85486838326024,4.58496250072116,2.8073549220576,4.95419631038687,6.74146698640115,6.58496250072116,7.34872815423108,4.4594316186373,5.85798099512757,4.08746284125034,6.8073549220576,3.58496250072116,8.74483383749955,9.38370429247405,7.48381577726426,7.39231742277876,7.96578428466209,5.08746284125034,5.52356195605701,4.8073549220576,5.90689059560852,6.8703647195834,6.58496250072116,6.18982455888002
"hsa-miR-221-3p",10.0279059965699,9.86573327085176,10.2656150464845,10.311748315005,11.179287104646,10.6501542136751,4.95419631038687,5.95419631038687,6.3037807481771,8.26209484537018,8.1548181090521,9.28540221886225,6.22881869049588,7.07681559705083,5.35755200461808,8.18982455888002,4.32192809488736,10.7210991887072,11.4486325677306,9.84077792359505,8.45532722030456,9.87958324961278,7.67948009950545,7.97154355395077,7.71424551766612,7.37503943134692,8.44294349584873,8.18982455888002,7.16992500144231
"hsa-miR-221-5p",2,4.90689059560852,2.32192809488736,3.32192809488736,3.58496250072116,4.39231742277876,2,2,1,1.58496250072116,2.32192809488736,2.58496250072116,2,0,1,2.8073549220576,1,3.58496250072116,4.24792751344359,2.32192809488736,3.16992500144231,3.32192809488736,2,1,2,1.58496250072116,3.58496250072116,2,1
"hsa-miR-222-3p",9.16992500144231,9.56795607541547,9.29462074889163,10.3297963382207,10.7756102807595,10.5736471874933,9.54303182025524,8.24792751344359,9.40514146313634,8.93369065495223,9.14720492494223,9.51372759595244,8.4594316186373,9.21431912080077,9.36850646150769,9.49385544924082,6.04439411935845,10.7723145739217,11.3465137331656,9.75822321472672,11.115693952197,9.12670447284319,11.0701209444768,10.6501542136751,10.7829982089204,10.9469062744564,9.85330955540367,9.10590850857116,9.33985000288462
"hsa-miR-222-5p",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-223-3p",4.39231742277876,6.06608919045777,2.8073549220576,4.32192809488736,6.08746284125034,4.85798099512757,0,2.32192809488736,1.58496250072116,1.58496250072116,2,2.58496250072116,1,4.24792751344359,3.8073549220576,4.4594316186373,2,5.52356195605701,6.59991284218713,4.8073549220576,3.32192809488736,4.39231742277876,4.64385618977472,3.4594316186373,4.08746284125034,2,2.32192809488736,1,3.32192809488736
"hsa-miR-223-5p",1,2,2.32192809488736,2,3.32192809488736,2.58496250072116,2.8073549220576,1.58496250072116,2.32192809488736,2.32192809488736,1.58496250072116,3.32192809488736,3,3.32192809488736,4.24792751344359,4,0,2.8073549220576,5.08746284125034,2.32192809488736,2.58496250072116,3,3.32192809488736,2.32192809488736,4.24792751344359,4.39231742277876,3.16992500144231,2.8073549220576,3
